type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
0,19417.92,15889.24,0.0,130330.83,149748.75,0
1,18852.08,391025.38,372173.31,46264.28,65116.35,1
1,15698.47,120035.37,104336.9,199716.14,215414.61,0
1,7161.34,72154.6,64993.26,209464.61,216625.96,0
0,8301.41,57850.66,49549.25,257280.9,265582.3,0
1,11037.36,13625.01,2587.65,354482.13,365519.49,0
1,16627.64,261793.24,245165.61,453050.46,469678.1,0
0,1467.39,109129.94,107662.55,68867.05,70334.43,0
3,8543.51,494715.88,486172.37,27174.05,35717.56,0
0,1744.09,287218.38,285474.29,9265.62,11009.71,0
1,10341.69,68942.63,58600.95,71810.69,82152.38,0
1,17988.13,344381.27,326393.14,328974.74,346962.87,0
0,15671.45,448871.78,433200.33,363738.54,379409.99,0
3,4634.06,372589.75,367955.68,393252.86,397886.92,0
1,19522.22,38219.93,18697.71,121854.11,141376.32,0
1,13380.27,447942.09,434561.82,152947.41,166327.68,0
1,307.51,396964.69,396657.18,241567.32,241874.83,0
0,5182.73,79151.95,73969.22,31591.55,36774.28,0
1,5288.19,25892.94,20604.75,305570.76,310858.96,0
3,1478.16,278655.29,277177.13,491867.52,493345.68,0
1,19200.55,78017.91,58817.36,180403.16,199603.7,0
1,9617.28,417295.48,407678.2,376423.74,386041.02,0
3,17926.71,179167.33,161240.62,250016.96,267943.67,0
1,6512.09,456446.22,449934.13,63905.92,70418.01,0
0,2592.15,282844.09,280251.94,291118.72,293710.87,0
0,9539.29,91336.19,81796.9,149937.13,159476.42,0
0,2367.74,69799.43,67431.7,17201.6,19569.34,0
3,9771.71,288236.22,278464.51,317464.87,327236.57,0
1,18413.91,380941.81,362527.89,429466.17,447880.09,0
0,10463.29,390752.82,380289.54,172384.88,182848.17,0
3,12368.34,137878.7,125510.36,195147.77,207516.12,0
1,3217.1,102123.38,98906.27,445510.84,448727.95,0
3,970.34,8378.15,7407.81,406804.41,407774.75,0
0,2305.08,339599.58,337294.5,357476.41,359781.49,0
0,12010.78,38284.13,26273.35,124398.53,136409.31,0
0,1990.73,210380.6,208389.87,455108.33,457099.06,0
3,7582.26,300841.08,293258.82,77207.88,84790.14,0
3,11046.83,468554.47,457507.64,313385.26,324432.09,0
0,7834.19,155901.07,148066.88,14400.59,22234.78,0
3,3357.31,124886.08,121528.77,321859.9,325217.21,0
0,5548.45,327080.08,321531.63,138572.18,144120.62,0
0,18573.52,309619.52,291046.0,224838.49,243412.01,0
1,13552.05,166054.89,152502.84,172632.28,186184.32,0
3,9971.35,464050.92,454079.57,86378.38,96349.73,0
0,353.03,422431.16,422078.14,310990.4,311343.42,0
0,19849.07,111991.27,92142.21,440987.78,460836.84,0
3,13461.95,119571.27,106109.32,479542.12,493004.07,0
1,6406.76,256150.17,249743.42,96173.18,102579.94,0
1,17597.45,386786.05,369188.6,358686.39,376283.83,0
0,5242.79,22020.19,16777.4,332169.68,337412.47,0
3,10925.93,346667.58,335741.65,171688.89,182614.82,0
1,12757.81,324117.95,311360.14,9549.6,22307.41,0
3,4499.16,115740.05,111240.89,344895.62,349394.78,0
3,19570.11,340676.51,321106.4,472747.43,492317.54,0
0,14989.02,470091.6,455102.58,316060.06,331049.08,0
1,11200.48,23392.92,12192.44,217646.36,228846.85,0
0,3693.83,159826.03,156132.2,262576.95,266270.78,0
1,1171.78,219088.36,217916.58,99814.4,100986.18,0
1,6469.19,449630.18,443160.99,375272.08,381741.27,0
1,15088.43,481130.72,466042.3,373209.92,388298.34,0
1,5459.69,222057.62,216597.93,72758.65,78218.34,0
1,10837.17,375014.21,364177.04,438989.19,449826.36,0
3,14586.15,265830.51,251244.36,134594.87,149181.02,0
0,2248.08,268891.47,266643.39,491128.03,493376.11,1
3,13737.43,139049.76,125312.33,191451.51,205188.94,0
1,1928.23,108478.12,106549.89,88942.03,90870.26,0
0,19306.08,144002.67,124696.59,175860.06,195166.14,0
1,9819.04,278164.0,268344.96,220090.16,229909.21,0
0,3098.45,14577.59,11479.14,34653.89,37752.34,0
3,6913.43,453624.47,446711.04,289109.19,296022.62,0
0,8326.99,78141.85,69814.87,298816.22,307143.21,0
0,15187.88,110044.34,94856.46,369465.23,384653.11,0
0,14894.13,259138.09,244243.95,14584.95,29479.08,0
0,12277.62,355057.38,342779.77,270619.11,282896.72,0
0,2208.02,47864.53,45656.51,26453.72,28661.74,0
1,3116.23,158847.35,155731.12,350572.11,353688.34,0
0,1965.76,484337.3,482371.54,27863.99,29829.76,0
0,11585.74,131171.48,119585.75,455863.92,467449.66,0
3,17555.05,156525.07,138970.02,351041.28,368596.34,0
0,8732.63,418249.25,409516.62,253694.88,262427.51,0
3,3300.88,25107.22,21806.34,220751.96,224052.84,0
1,11205.04,232306.58,221101.54,65336.32,76541.36,0
0,16253.87,189808.38,173554.51,145499.69,161753.56,0
3,14860.07,158293.38,143433.31,434479.55,449339.62,0
3,17640.87,142849.8,125208.93,452226.41,469867.28,0
1,5630.25,45687.05,40056.8,373.85,6004.11,0
0,3959.68,157412.91,153453.23,297068.2,301027.88,0
0,17608.35,21526.2,3917.85,359650.3,377258.65,0
3,13185.45,390481.93,377296.48,309373.49,322558.94,0
0,6287.49,199113.9,192826.41,40839.88,47127.37,0
3,14872.73,221951.92,207079.19,108862.45,123735.18,0
0,16320.86,446797.29,430476.44,125170.13,141490.99,0
3,12338.07,329027.49,316689.42,415862.32,428200.38,1
0,13788.89,4029.55,0.0,231599.72,245388.61,0
1,7567.67,471587.41,464019.74,243414.11,250981.78,0
0,10820.04,118572.23,107752.19,467446.52,478266.57,0
0,10530.77,53807.09,43276.32,318542.94,329073.71,0
1,16976.15,384064.09,367087.94,449333.85,466310.0,0
0,16815.28,250238.66,233423.37,228254.43,245069.71,0
1,16670.34,216885.28,200214.94,74718.13,91388.47,0
0,319.53,124751.54,124432.01,464967.8,465287.33,0
3,15015.96,273735.74,258719.79,229352.56,244368.51,0
3,15197.66,137192.3,121994.64,90815.71,106013.37,0
0,13599.74,450791.5,437191.76,151197.87,164797.61,0
0,15149.67,107602.24,92452.57,25401.29,40550.96,0
0,16855.21,442177.58,425322.36,234150.3,251005.51,0
3,9459.35,279702.71,270243.36,426564.09,436023.44,0
0,10090.8,414244.07,404153.27,466790.23,476881.03,0
3,2581.81,356423.0,353841.19,466301.1,468882.91,0
1,7768.98,348347.56,340578.58,62615.01,70383.99,0
3,12902.97,162172.9,149269.94,191026.94,203929.91,0
3,15629.96,116948.47,101318.51,14114.38,29744.34,0
1,4422.46,105443.11,101020.65,427582.67,432005.13,0
3,2842.68,428595.83,425753.15,179377.88,182220.56,0
0,13294.54,410213.41,396918.87,315558.51,328853.05,0
0,137.41,220286.76,220149.35,357449.22,357586.63,0
3,3649.61,66202.31,62552.69,214922.33,218571.95,0
0,678.52,191126.13,190447.61,153221.17,153899.69,0
3,3421.01,309671.73,306250.71,481106.46,484527.47,0
0,3708.25,227201.58,223493.32,482244.11,485952.37,0
0,7814.7,390094.63,382279.93,144718.18,152532.89,0
3,8106.31,498811.41,490705.1,239812.55,247918.86,0
0,17497.82,95566.04,78068.22,486422.08,503919.9,0
3,10251.18,229825.41,219574.23,2434.2,12685.39,0
0,14495.75,215491.95,200996.2,206339.12,220834.88,0
0,2172.33,152246.27,150073.93,50228.77,52401.11,0
1,4586.23,99047.76,94461.53,254578.98,259165.21,0
1,14088.57,32846.06,18757.48,12334.98,26423.55,0
3,1150.8,443559.66,442408.86,203449.22,204600.01,0
1,9783.29,209924.35,200141.06,110349.54,120132.83,0
3,12027.44,248447.76,236420.32,266654.18,278681.62,0
1,12082.7,458471.02,446388.33,497996.82,510079.52,0
0,556.36,388145.24,387588.88,400268.05,400824.42,0
3,6509.95,65250.63,58740.68,422821.05,429331.0,1
3,12766.16,282709.98,269943.82,317632.49,330398.66,0
0,3065.09,221126.14,218061.04,20779.92,23845.02,0
3,13938.77,398605.54,384666.76,103398.84,117337.61,0
3,14943.91,362116.27,347172.36,462532.28,477476.19,0
1,19641.19,345202.86,325561.67,183056.56,202697.75,0
3,4275.86,170272.42,165996.56,51818.36,56094.22,0
0,16520.1,402481.87,385961.76,351202.68,367722.78,0
1,10453.9,26195.65,15741.75,149728.86,160182.76,0
1,7531.91,79812.45,72280.55,134428.46,141960.36,1
0,2535.3,167811.64,165276.34,498988.73,501524.03,0
0,14736.56,38403.72,23667.16,429069.46,443806.02,0
1,4793.57,117497.14,112703.57,203968.91,208762.48,0
3,7491.3,415075.49,407584.19,490130.6,497621.9,0
1,1344.59,474125.77,472781.18,325056.61,326401.2,0
0,16047.2,152301.18,136253.98,371011.23,387058.43,0
1,15355.11,132257.9,116902.79,15756.52,31111.63,0
0,14698.96,139946.33,125247.37,60802.63,75501.58,0
1,6058.93,138859.54,132800.62,316542.56,322601.49,0
3,3552.25,17965.09,14412.84,449511.99,453064.24,0
1,12787.31,463458.17,450670.86,311871.86,324659.17,1
1,9973.71,106849.07,96875.36,67012.45,76986.16,0
0,3647.22,210002.04,206354.81,57880.02,61527.25,0
0,13749.63,4843.44,0.0,422092.95,435842.58,0
0,19823.42,428977.55,409154.13,69651.17,89474.59,0
1,14969.67,365578.67,350609.0,260115.98,275085.65,1
3,14825.73,473378.02,458552.29,18556.66,33382.39,0
0,19011.22,390807.74,371796.52,40334.88,59346.11,0
0,4138.43,156853.26,152714.82,336174.13,340312.57,0
1,11354.44,123936.68,112582.24,344590.71,355945.15,0
0,19594.97,348858.15,329263.18,170734.7,190329.67,0
3,3389.35,182056.39,178667.03,107804.88,111194.24,0
3,14035.01,283107.51,269072.49,406855.14,420890.15,0
0,11757.62,3128.74,0.0,108551.61,120309.24,0
0,11770.93,30942.85,19171.92,271013.53,282784.47,0
1,13983.65,267683.97,253700.33,484104.42,498088.07,0
3,18599.38,283035.82,264436.45,73926.22,92525.6,0
3,15673.38,375726.47,360053.09,470438.13,486111.51,0
0,1217.11,65982.66,64765.55,91446.53,92663.63,0
1,17069.29,256591.54,239522.25,283721.6,300790.89,0
3,4588.27,97223.82,92635.55,188503.86,193092.13,0
3,7600.59,46598.06,38997.47,482464.3,490064.89,0
1,9288.48,205247.9,195959.41,136771.01,146059.5,0
1,9670.03,81668.32,71998.29,199829.0,209499.03,0
3,8760.09,110890.99,102130.9,491430.06,500190.15,0
3,18753.33,158777.29,140023.96,268235.2,286988.53,0
1,14149.78,129694.2,115544.42,251315.06,265464.84,0
3,12660.3,43795.65,31135.35,128889.24,141549.54,0
0,1091.86,44958.12,43866.27,350681.78,351773.64,0
0,18087.88,96624.71,78536.83,7186.48,25274.35,0
1,18196.86,25279.59,7082.73,24756.31,42953.18,0
1,15626.24,313228.51,297602.27,299679.29,315305.53,0
1,239.88,143663.36,143423.48,170837.29,171077.17,0
0,1239.88,139872.98,138633.11,476658.19,477898.06,0
3,4581.95,165999.15,161417.2,451595.35,456177.3,0
0,2713.85,331398.14,328684.28,356853.13,359566.98,0
3,8036.84,435316.94,427280.1,409072.79,417109.63,0
0,18460.2,379543.47,361083.27,333665.92,352126.12,0
3,9494.0,363764.62,354270.61,62791.05,72285.05,0
0,366.71,242195.59,241828.88,382771.68,383138.4,0
1,5726.64,346902.78,341176.14,105095.98,110822.62,0
0,987.44,276381.18,275393.75,161721.43,162708.87,0
3,822.12,108125.26,107303.14,409617.11,410439.23,0
0,5586.83,104294.18,98707.36,268262.8,273849.63,0
0,5584.69,148196.0,142611.32,429970.36,435555.04,0
0,15763.82,455401.34,439637.52,106517.66,122281.48,1
1,19499.21,273707.42,254208.21,303889.22,323388.43,0
0,7487.02,366952.69,359465.67,41895.49,49382.51,0
1,8634.85,173279.38,164644.53,321530.5,330165.35,0
1,16911.31,203857.89,186946.58,381267.02,398178.33,0
0,5435.97,62782.79,57346.82,292465.45,297901.41,0
0,3212.0,85647.48,82435.48,133115.75,136327.75,0
0,17076.48,413678.28,396601.79,15671.33,32747.82,0
3,1025.36,292419.32,291393.95,59724.44,60749.8,0
0,12432.02,168766.23,156334.21,311151.49,323583.51,0
1,11283.66,401425.6,390141.95,467210.11,478493.77,0
0,6983.82,123259.95,116276.14,103267.2,110251.02,0
3,6372.27,488016.35,481644.08,367513.07,373885.35,0
0,15459.97,172408.8,156948.84,433225.53,448685.5,0
3,1819.85,168655.48,166835.63,260441.09,262260.94,0
3,4812.01,155955.95,151143.95,334632.9,339444.91,0
0,14675.73,61055.76,46380.03,407507.66,422183.39,0
1,11011.58,55568.57,44556.99,130337.58,141349.16,0
3,2646.97,324052.52,321405.55,148447.84,151094.8,0
0,17654.5,437559.02,419904.52,313.76,17968.26,0
0,7929.61,395260.26,387330.64,481547.07,489476.68,0
1,16574.58,70553.8,53979.22,458772.45,475347.03,0
3,15775.49,272791.06,257015.57,382284.13,398059.62,0
3,12526.07,52795.77,40269.71,39538.01,52064.08,0
0,9940.17,22647.32,12707.15,223751.44,233691.62,0
0,19593.06,328192.93,308599.87,50945.88,70538.94,0
1,2984.8,267576.17,264591.36,7960.13,10944.94,0
1,14530.6,41011.84,26481.24,308091.48,322622.08,0
3,3904.69,17469.62,13564.93,480414.71,484319.4,0
3,6831.44,494878.21,488046.77,451434.01,458265.45,0
0,6243.1,15010.67,8767.56,348377.41,354620.51,0
3,18946.02,222264.13,203318.11,48320.29,67266.31,0
1,19350.39,252309.51,232959.12,137082.02,156432.41,0
1,3742.01,58640.07,54898.07,160028.36,163770.37,0
0,538.5,84530.89,83992.39,381575.03,382113.53,0
1,14428.16,175902.5,161474.34,401124.59,415552.75,0
1,8418.0,380837.94,372419.94,192553.06,200971.06,0
1,1867.92,253541.21,251673.29,208942.0,210809.92,0
1,13706.71,318950.94,305244.23,22254.52,35961.23,0
0,10947.6,492587.28,481639.68,144568.36,155515.96,0
0,19612.28,384002.72,364390.43,225642.59,245254.87,0
3,4625.45,217180.75,212555.3,58491.52,63116.97,0
1,8139.16,223220.96,215081.8,226633.73,234772.89,0
3,10896.66,309386.04,298489.38,426587.91,437484.57,0
0,15854.83,332682.6,316827.77,290660.51,306515.34,0
0,11021.89,250355.46,239333.57,39464.93,50486.82,0
0,12296.71,322430.61,310133.9,95835.66,108132.37,0
0,4600.33,11766.25,7165.92,237272.18,241872.5,0
0,16953.68,214811.43,197857.75,180743.57,197697.26,0
0,8629.75,139469.04,130839.29,179363.51,187993.26,0
0,2905.1,64587.22,61682.13,264633.72,267538.82,0
1,13317.34,49773.26,36455.92,292197.96,305515.3,0
3,4400.2,301596.08,297195.88,398430.79,402830.99,0
0,2041.49,261800.27,259758.78,170483.28,172524.78,0
1,17253.54,126792.06,109538.52,402733.14,419986.68,0
1,9257.23,235475.03,226217.8,169305.61,178562.84,0
3,15010.75,246116.16,231105.41,27716.49,42727.24,0
0,5882.69,97504.49,91621.8,277093.83,282976.52,0
3,15760.71,326046.53,310285.83,293951.16,309711.87,0
0,2327.52,390459.68,388132.15,467270.12,469597.65,0
1,7183.87,395731.77,388547.9,363030.66,370214.53,0
1,19563.43,301234.92,281671.49,458886.33,478449.76,0
1,15900.4,255819.29,239918.9,454173.61,470074.0,0
1,9995.39,30503.57,20508.18,302287.06,312282.45,0
3,6861.57,143915.65,137054.08,263881.03,270742.6,0
0,17455.5,46635.72,29180.22,278720.48,296175.98,0
0,10942.47,481911.58,470969.11,489165.4,500107.87,0
3,15192.66,67540.07,52347.42,386583.85,401776.5,0
0,15106.74,75887.7,60780.96,53132.95,68239.7,0
1,457.12,444788.31,444331.19,389214.2,389671.32,0
0,2612.45,471964.14,469351.69,85269.02,87881.47,0
1,13226.62,382914.52,369687.9,223675.27,236901.9,0
3,3316.23,2702.46,0.0,105229.84,108546.07,0
0,5184.32,673.14,0.0,344791.53,349975.85,0
3,18938.1,189050.38,170112.29,438654.87,457592.96,0
0,11247.63,71697.69,60450.06,145180.94,156428.57,0
1,15039.52,9193.07,0.0,41005.37,56044.89,0
3,11203.82,232033.34,220829.53,149246.55,160450.37,0
0,11095.02,471530.95,460435.93,336180.93,347275.95,0
1,1973.62,161909.79,159936.16,164380.06,166353.69,0
3,6938.9,330570.34,323631.44,139056.08,145994.98,0
3,5720.37,326117.68,320397.3,92217.6,97937.97,0
0,7875.49,125540.05,117664.56,248758.21,256633.71,0
0,15987.05,325212.62,309225.58,137974.41,153961.46,0
0,7501.46,106166.99,98665.53,365505.17,373006.63,0
1,9088.77,61003.71,51914.94,38311.2,47399.97,0
0,8007.89,350691.64,342683.75,332016.52,340024.41,0
3,1958.82,56720.41,54761.59,118780.01,120738.83,0
3,8877.34,498454.61,489577.27,244639.63,253516.97,0
0,3992.62,91726.2,87733.58,143044.96,147037.59,0
0,3815.79,297070.93,293255.14,361384.34,365200.13,0
3,1971.32,205687.29,203715.97,472653.52,474624.84,0
1,7197.75,63193.21,55995.46,458538.39,465736.14,0
0,15173.89,13921.95,0.0,291713.11,306887.0,0
0,5601.19,311366.14,305764.95,231305.15,236906.34,0
3,6315.75,403378.78,397063.03,409150.25,415466.0,0
0,12889.23,421007.83,408118.61,341663.18,354552.41,0
1,3997.23,241356.74,237359.5,91782.06,95779.29,0
3,17949.46,388727.73,370778.27,410459.61,428409.07,0
0,10451.79,336423.57,325971.78,214442.19,224893.99,0
3,9007.3,362127.26,353119.97,94492.83,103500.13,0
0,11200.62,246299.5,235098.88,140898.68,152099.3,0
0,3404.08,316705.87,313301.79,133763.52,137167.6,0
0,12308.12,402762.96,390454.84,259603.49,271911.6,0
1,7325.7,198942.09,191616.38,117185.05,124510.75,0
1,17954.01,402989.45,385035.44,61783.24,79737.25,0
3,3460.2,296008.42,292548.22,61845.43,65305.62,0
0,10190.32,82950.51,72760.2,291638.1,301828.42,0
0,12002.44,12342.08,339.64,367379.64,379382.09,0
1,764.33,181376.8,180612.47,160766.5,161530.84,0
0,7337.49,273348.16,266010.67,17325.35,24662.85,0
1,14679.44,419910.18,405230.73,63612.44,78291.88,0
0,16425.51,63742.84,47317.33,457347.28,473772.79,0
3,6331.92,400103.17,393771.25,246771.83,253103.75,0
0,15992.01,431504.52,415512.52,226786.4,242778.41,0
0,19358.34,75343.74,55985.4,19024.59,38382.93,0
1,17151.79,425797.16,408645.37,364318.51,381470.3,0
0,2441.12,495726.78,493285.67,264034.04,266475.16,0
0,14820.63,363419.42,348598.78,101040.47,115861.1,1
1,6461.37,392384.84,385923.47,55036.88,61498.25,0
3,19769.48,497207.63,477438.16,191693.93,211463.41,1
3,9758.64,302740.63,292981.98,418580.98,428339.63,0
1,2536.43,153943.19,151406.76,432647.28,435183.71,0
1,14531.19,418765.42,404234.22,301423.19,315954.38,0
1,6527.92,307242.89,300714.97,363768.21,370296.14,0
1,19941.86,290597.71,270655.86,57577.89,77519.75,0
1,19597.67,126817.78,107220.11,294063.03,313660.7,0
3,13157.07,378167.13,365010.07,333482.85,346639.92,0
3,2683.55,40833.64,38150.09,100356.42,103039.97,0
1,13768.53,462143.54,448375.0,440077.37,453845.9,0
0,1951.31,162911.73,160960.42,97498.37,99449.68,0
1,684.35,63887.33,63202.98,156738.68,157423.03,0
0,16476.87,221183.27,204706.39,310278.42,326755.3,0
1,4274.08,21234.95,16960.87,319175.03,323449.12,0
1,7642.64,342313.1,334670.46,349692.37,357335.01,0
3,19471.8,451352.76,431880.95,56005.86,75477.66,0
0,6803.13,418631.5,411828.38,424732.21,431535.34,0
0,6000.15,63684.74,57684.59,266423.57,272423.71,0
3,18372.34,63135.57,44763.23,235660.9,254033.24,0
3,2303.89,406717.24,404413.35,490548.81,492852.71,0
3,15215.69,462127.14,446911.45,370189.15,385404.84,0
3,19762.5,230334.91,210572.41,59003.01,78765.52,0
0,18035.79,249485.56,231449.77,378269.58,396305.37,0
0,13068.19,159131.02,146062.83,47624.47,60692.66,0
1,6349.81,447132.56,440782.75,13735.28,20085.09,0
1,5161.01,322451.45,317290.45,201812.95,206973.96,0
3,16403.18,144125.79,127722.61,496789.09,513192.26,0
3,17608.46,149391.44,131782.98,87441.97,105050.42,0
3,10556.15,445600.04,435043.88,336322.17,346878.33,0
1,4962.36,6817.01,1854.65,86698.03,91660.4,0
1,2347.57,161363.29,159015.72,362393.49,364741.06,0
1,1834.87,277178.34,275343.47,252676.83,254511.71,0
1,14409.64,74108.73,59699.09,339985.86,354395.5,0
1,8460.36,46049.38,37589.01,101436.59,109896.95,0
1,18116.66,407638.17,389521.5,372814.17,390930.83,0
1,14819.46,447202.19,432382.74,497809.53,512628.99,0
3,3906.08,411803.21,407897.13,332825.25,336731.33,0
3,12314.17,449393.94,437079.77,246740.0,259054.17,0
3,8766.56,276555.99,267789.43,461586.99,470353.55,0
3,11587.27,406129.06,394541.79,7925.92,19513.19,0
1,14787.58,192021.32,177233.74,364961.76,379749.34,0
0,16143.3,333133.93,316990.63,444373.26,460516.56,0
1,16890.37,494417.77,477527.39,30837.29,47727.66,0
0,5154.1,112863.86,107709.76,225032.09,230186.19,0
3,719.2,194949.87,194230.67,102359.73,103078.93,0
1,14811.97,240023.69,225211.72,283259.08,298071.05,0
3,2216.24,69007.74,66791.5,324771.48,326987.72,1
1,6366.9,40519.31,34152.41,151311.59,157678.49,0
3,175.96,414861.43,414685.47,229990.83,230166.8,0
0,13665.22,488397.19,474731.96,139669.74,153334.97,0
0,3425.93,202362.53,198936.6,184695.58,188121.51,0
0,13140.12,43824.92,30684.8,79769.98,92910.1,0
1,19835.68,32905.88,13070.2,442779.72,462615.4,0
0,1546.15,445659.1,444112.95,5005.21,6551.36,1
1,1633.85,231907.12,230273.27,441204.59,442838.45,0
0,6873.56,160013.66,153140.09,285839.44,292713.0,0
0,17341.09,238230.64,220889.54,165828.92,183170.01,0
1,4389.04,159152.05,154763.0,361528.56,365917.61,0
1,7271.52,244517.89,237246.37,253876.08,261147.59,0
0,1463.26,429778.2,428314.94,249554.33,251017.59,0
1,15286.79,296150.69,280863.9,55071.14,70357.93,0
0,8225.3,347326.89,339101.59,194758.01,202983.31,0
1,15209.05,182335.34,167126.29,120532.17,135741.22,1
3,18081.8,369252.94,351171.14,7847.95,25929.75,0
3,4731.99,333308.54,328576.56,180049.82,184781.8,0
3,16167.18,59781.0,43613.82,44911.06,61078.25,0
3,1275.97,286321.43,285045.46,128415.02,129690.99,0
3,17987.06,128371.75,110384.69,46258.31,64245.37,0
0,13050.29,402047.83,388997.54,50470.81,63521.11,0
3,17497.11,212968.85,195471.74,99505.65,117002.76,0
3,103.75,497342.08,497238.33,499924.62,500028.37,0
3,3464.71,46250.22,42785.51,1092.07,4556.78,0
3,7856.21,390173.93,382317.72,319336.32,327192.53,0
1,7652.11,336850.87,329198.76,70621.85,78273.96,0
0,4611.93,383749.42,379137.48,460314.07,464926.0,0
3,7694.08,153764.9,146070.82,46816.45,54510.52,0
3,2664.09,246027.24,243363.16,477531.59,480195.68,0
3,8313.95,398254.26,389940.31,305463.19,313777.14,0
0,16066.85,116270.67,100203.81,634.04,16700.89,0
1,9633.49,113016.6,103383.1,447003.6,456637.09,0
0,458.2,275525.48,275067.27,260855.9,261314.1,0
1,8486.74,261781.79,253295.05,131334.87,139821.6,0
3,640.78,141131.24,140490.45,383639.59,384280.37,0
3,19328.24,149037.83,129709.58,463332.78,482661.02,0
0,2636.33,138922.58,136286.25,241845.41,244481.75,0
0,14183.0,385756.03,371573.03,157776.74,171959.73,0
1,19458.25,325950.43,306492.18,394472.56,413930.81,0
1,16538.18,416208.59,399670.41,340892.75,357430.93,0
0,14016.38,487736.51,473720.14,444376.24,458392.62,1
1,16805.27,237082.15,220276.88,346257.01,363062.28,0
0,19637.79,33346.94,13709.15,121764.17,141401.96,0
1,12464.76,24046.16,11581.4,465829.62,478294.38,0
0,11227.78,147832.52,136604.74,52417.87,63645.65,0
0,12601.94,466272.29,453670.36,133971.38,146573.31,0
0,10700.25,261606.53,250906.28,260097.3,270797.55,0
1,12738.27,135893.26,123154.98,282871.01,295609.29,0
1,9051.86,199583.4,190531.54,7655.29,16707.15,0
1,4447.02,299297.55,294850.53,390286.36,394733.38,0
0,2492.92,326474.83,323981.91,180803.66,183296.58,0
1,1459.98,76959.75,75499.77,203209.27,204669.26,0
1,5339.98,488515.84,483175.85,404684.77,410024.76,0
0,1017.86,272386.11,271368.25,189641.7,190659.55,0
3,11386.7,67844.16,56457.46,23612.44,34999.14,0
0,5748.19,446817.63,441069.44,88219.89,93968.07,0
1,16508.24,37319.22,20810.97,477951.59,494459.83,0
0,1577.39,453867.72,452290.32,35202.68,36780.07,0
3,4604.39,498282.83,493678.43,177465.6,182070.0,0
0,14631.9,350215.9,335584.0,251589.58,266221.48,0
1,12016.29,385223.61,373207.33,246640.41,258656.7,0
3,1383.38,168651.42,167268.04,1979.97,3363.35,0
1,17557.07,470788.43,453231.36,250581.37,268138.43,0
3,17557.51,264856.98,247299.47,191886.23,209443.74,0
3,6675.12,366194.22,359519.1,486039.67,492714.79,0
0,6874.08,462053.86,455179.78,79579.54,86453.62,0
0,19781.66,487589.99,467808.32,177077.1,196858.76,0
1,12560.91,416602.18,404041.27,209740.74,222301.65,0
0,10673.2,151508.75,140835.55,195346.77,206019.97,0
0,16779.23,483273.76,466494.53,332915.41,349694.64,0
3,5777.28,314059.77,308282.49,107756.43,113533.71,0
0,8640.73,465321.24,456680.5,110535.78,119176.51,0
3,5428.76,338052.51,332623.76,364605.47,370034.23,0
3,15804.3,153619.48,137815.18,250145.26,265949.56,0
3,11509.65,185012.26,173502.61,207577.84,219087.49,0
1,13210.62,275235.89,262025.27,84601.53,97812.14,0
1,5120.91,395007.42,389886.51,93763.61,98884.53,0
1,4482.48,158991.28,154508.79,5275.82,9758.3,0
3,9818.66,289865.58,280046.93,45713.13,55531.79,0
1,14777.56,172812.5,158034.94,278419.35,293196.91,0
1,10552.27,407884.7,397332.43,445936.57,456488.84,0
0,749.65,233364.05,232614.4,143582.38,144332.03,0
1,17384.17,38361.41,20977.24,163873.61,181257.79,0
1,1387.27,83026.26,81638.99,57802.81,59190.07,0
3,19120.91,30552.33,11431.43,194315.47,213436.38,1
3,600.32,249651.47,249051.15,18610.85,19211.18,0
3,13919.56,53168.65,39249.08,458800.35,472719.91,0
3,1735.92,57069.98,55334.06,336555.67,338291.59,0
3,18222.46,470524.13,452301.67,495374.4,513596.87,0
3,9342.22,436327.54,426985.31,441411.58,450753.8,0
1,2836.72,226043.3,223206.58,236495.3,239332.02,0
3,6882.23,492902.66,486020.43,259842.52,266724.75,0
3,3380.01,93.26,0.0,95288.02,98668.03,0
0,3494.58,306989.73,303495.15,231019.67,234514.25,0
1,18967.36,308214.09,289246.73,451513.94,470481.29,0
1,8960.4,228721.53,219761.13,25426.71,34387.11,0
1,15797.17,198473.99,182676.82,431778.4,447575.57,0
3,12828.15,227691.57,214863.42,170473.9,183302.05,0
3,13560.88,207480.22,193919.33,449756.38,463317.27,0
3,2720.7,365246.24,362525.54,470439.95,473160.65,0
0,4760.27,67677.72,62917.45,335432.44,340192.71,0
3,15756.33,98819.61,83063.28,332211.89,347968.22,0
0,19418.25,90259.11,70840.87,226377.17,245795.42,0
1,5327.25,131235.29,125908.05,417770.11,423097.36,0
3,5504.22,262629.21,257124.99,480806.38,486310.6,0
0,9510.65,55604.37,46093.72,387540.9,397051.55,0
0,19678.42,434084.65,414406.23,310968.37,330646.79,0
3,5452.28,148680.77,143228.48,303396.45,308848.73,0
1,8198.74,81268.99,73070.25,424734.95,432933.69,0
1,17840.45,337810.65,319970.2,270601.88,288442.34,0
1,158.13,19043.15,18885.02,401929.94,402088.07,0
0,891.34,309984.28,309092.94,254442.63,255333.97,0
0,12121.03,349099.22,336978.19,31222.14,43343.16,0
0,18156.87,107458.27,89301.4,191973.5,210130.37,0
0,4853.25,20982.04,16128.79,222220.48,227073.73,0
1,9445.87,181822.68,172376.81,70808.62,80254.49,0
